sampleName	originalIndex	Cell.Type..Samples	MajorType	JustPyra	GabaDeep	PyramidalDeep	WithOxtr	WithHtr3a	CellType	forContanim	Normalize2.0	Normalize	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	PMID	SharePermit	Notes	MouseStrain	ReporterGene	Cortex.Astrocyte	Cortex.Gabaergic	Cortex.Microglia	Cortex.Oligo	Cortex.Pyramidal	Brainstem.Astrocyte	Brainstem.Microglia	Brainstem.MotorCholin	Brainstem.Oligo	Brainstem.Serotonergic	Forebrain.Astrocyte	Forebrain.Cholin	Forebrain.Microglia	Forebrain.Oligo	SpinalCord.Astrocyte	SpinalCord.Microglia	SpinalCord.MotorCholin	SpinalCord.Oligo	Striatum.Astrocyte	Striatum.Cholin	Striatum.Microglia	Striatum.Oligo	Striatum.Spiny	Cerebellum.Astrocyte	Cerebellum.Basket	Cerebellum.CerebGranule	Cerebellum.Golgi	Cerebellum.Microglia	Cerebellum.Oligo	Cerebellum.Purkinje	Amygdala.Astrocyte	Amygdala.Gluta	Amygdala.Microglia	Amygdala.Oligo	Amygdala.Pyramidal	Hippocampus.Astrocyte	Hippocampus.DentateGranule	Hippocampus.Gabaergic	Hippocampus.Microglia	Hippocampus.Oligo	Hippocampus.Pyramidal	Thalamus.Astrocyte	Thalamus.Gabaergic	Thalamus.Hypocretinergic	Thalamus.Microglia	Thalamus.Oligo	Midbrain.Astrocyte	Midbrain.Cholin	Midbrain.Dopaminergic	Midbrain.Microglia	Midbrain.Oligo	Midbrain.Serotonergic	LocusCereuleus.Astrocyte	LocusCereuleus.Microglia	LocusCereuleus.Oligo	LocusCereuleus.Th_positive_LC	Ependymal.Astrocyte	Ependymal.Ependymal	Ependymal.Microglia	Ependymal.Oligo
GSM1176627	63	Awake GSM1176624,GSM1176625,GSM1176626,GSM1176627,GSM1176628,GSM1176629	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligMix	Oligodendrocytes	Cerebellum	Cerebellum	46-80	66	TRAP			GPL1261	Bellesi et al 2013	24005282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.223788052294738	0.183565709977224	0.167131314389673	0.342343185502503	0.20392952262946	NA	0.195691113987766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1176628	63	Awake GSM1176624,GSM1176625,GSM1176626,GSM1176627,GSM1176628,GSM1176629	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligMix	Oligodendrocytes	Cerebellum	Cerebellum	46-80	66	TRAP			GPL1261	Bellesi et al 2013	24005282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.215089563435402	0.211929141138139	0.23519976267789	0.314696632836719	0.207367683022608	NA	0.206930826608373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1176629	63	Awake GSM1176624,GSM1176625,GSM1176626,GSM1176627,GSM1176628,GSM1176629	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligMix	Oligodendrocytes	Cerebellum	Cerebellum	46-80	66	TRAP			GPL1261	Bellesi et al 2013	24005282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21717876420797	0.235410023232269	0.187625513311421	0.320802491411463	0.21543024686109	NA	0.218073500446119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909419	65	GSM909419,GSM909420,GSM909421	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	14	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175779216811494	0.178219213177419	0.148010458233938	0.145736576108753	0.210222388750751	0.153403075301744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909420	65	GSM909419,GSM909420,GSM909421	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	14	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.172028922861722	0.174982595643092	0.128822025957357	0.141685557926959	0.206587134503346	0.146710860132058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909421	65	GSM909419,GSM909420,GSM909421	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	14	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.180712635428142	0.185877108164638	0.183808232639282	0.163770203651381	0.218734329053837	0.152360351593379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909422	66	GSM909422,GSM909423,GSM909424,GSM909425	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	21	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.210841874068418	0.14418256948311	0.165799985906305	0.176540467165767	0.215217438923514	0.154225598743839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909423	66	GSM909422,GSM909423,GSM909424,GSM909425	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	21	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.204287352171936	0.277081821423525	0.136772765078702	0.179497058337843	0.207732032410804	0.141509993385259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909424	66	GSM909422,GSM909423,GSM909424,GSM909425	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	21	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19353653067691	0.152544139913365	0.176404231006263	0.150476995972901	0.208226961675072	0.144449890835796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909425	66	GSM909422,GSM909423,GSM909424,GSM909425	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	21	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.200652887760553	0.178267410268251	0.180543074482174	0.137018493147987	0.213452525110258	0.150305722497068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909426	67	GSM909426,GSM909427,GSM909428,GSM909429	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.200573500741811	0.116742442965521	0.18739234062509	0.129330642887126	0.226838517901476	0.229147071429987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909427	67	GSM909426,GSM909427,GSM909428,GSM909429	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.174719374493958	0.0959552911527209	0.182696176340459	0.163736889140797	0.213337978838156	0.152658941446159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909428	67	GSM909426,GSM909427,GSM909428,GSM909429	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.207903770332828	0.0850111131302475	0.204081516031867	0.176064112282467	0.213819875449326	0.157800363114859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909429	67	GSM909426,GSM909427,GSM909428,GSM909429	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.199483640083047	0.0675139984327168	0.191699423065278	0.163495022179686	0.212063464188127	0.151186946615323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909430	68	GSM909430,GSM909431,GSM909432,GSM909433	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	35	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.263149792242268	0.149126330902767	0.215752978340459	0.184311717776015	0.227549989767753	0.156949962474494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909431	68	GSM909430,GSM909431,GSM909432,GSM909433	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	35	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22568399683491	0.0774012917298954	0.207255697678856	0.177038180441991	0.22004719954133	0.150466346665795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909432	68	GSM909430,GSM909431,GSM909432,GSM909433	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	35	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.183651570813916	0.13129252724096	0.0887392202599886	0.14356149906457	0.210784317779631	0.14693438788495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909433	68	GSM909430,GSM909431,GSM909432,GSM909433	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	35	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.185568622734642	0.165304397872585	0.108515765536526	0.164032413945938	0.21335265519619	0.141773008658292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909434	69	GSM909434,GSM909435,GSM909436,GSM909437	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	56	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.177349705848291	0.150943487977648	0.112774008454283	0.183003633614727	0.214929243638861	0.151511727961861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909435	69	GSM909434,GSM909435,GSM909436,GSM909437	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	56	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.167872871302035	0.110207506758228	0.175187157174264	0.186627279680268	0.226781604737782	0.146491598413048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909436	69	GSM909434,GSM909435,GSM909436,GSM909437	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	56	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.191799689330168	0.120095533379282	0.150399983992084	0.180612187770656	0.217949248855222	0.155025246162866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM909437	69	GSM909434,GSM909435,GSM909436,GSM909437	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	56	Manual	Arcturus PicoPure	MessageAmp II aRNA amplification	GPL1261	Paul et al 2012	22754500	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18022888030626	0.150902318596646	0.102669767780019	0.168463172449603	0.221463868771187	0.147329255428237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1373408	70	GSM1373408,GSM1373409,GSM1373410	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	TRAP			GPL1261	Galloway et al 2014	24986919	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.186528706063165	0.1165304321553	0.387456624926029	0.188416480643678	0.167076168268266	0.314599248548493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1373409	70	GSM1373408,GSM1373409,GSM1373410	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	TRAP			GPL1261	Galloway et al 2014	24986919	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.294803325770421	0.251682950866387	0.511257586455099	0.28599901866892	0.193290210965961	0.422013070109098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1373410	70	GSM1373408,GSM1373409,GSM1373410	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	14-35	28	TRAP			GPL1261	Galloway et al 2014	24986919	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326038505308658	0.2677271530255	0.579631082087524	0.368346838448289	0.209251615341453	0.52479247060089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1373414	71	GSM1373414,GSM1373415,GSM1373416	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	56	TRAP			GPL1261	Galloway et al 2014	24986919	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.245176590511115	0.183543019474979	0.474720342142455	0.247177886855043	0.189036427416276	0.386922067799883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1373415	71	GSM1373414,GSM1373415,GSM1373416	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	56	TRAP			GPL1261	Galloway et al 2014	24986919	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326398919882613	0.231022416020012	0.567658716662619	0.343206383589348	0.203814305862682	0.459692687363329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1373416	71	GSM1373414,GSM1373415,GSM1373416	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	56	TRAP			GPL1261	Galloway et al 2014	24986919	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21900938867366	0.216183322222103	0.335990836310546	0.164969879176536	0.15884294594501	0.274279984134914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1373399	72	GSM1373399,GSM1373400,GSM1373401	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	81-210	84	TRAP			GPL1261	Galloway et al 2014	24986919	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.266641819549225	0.213343911704922	0.492800954853256	0.301567256478372	0.186403160727841	0.381255883492964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1373400	72	GSM1373399,GSM1373400,GSM1373401	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	81-210	84	TRAP			GPL1261	Galloway et al 2014	24986919	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.246953875433096	0.197010925753246	0.446522227839195	0.279408008763435	0.188288476106246	0.349268861305122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM1373401	72	GSM1373399,GSM1373400,GSM1373401	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	81-210	84	TRAP			GPL1261	Galloway et al 2014	24986919	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30666265427805	0.120901681750778	0.518887707024147	0.37502769653483	0.202097145500431	0.403509208678967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM874416	73	GSM874416,GSM874418,GSM874420	Neuron	Pyramidal_S100a10	Pyramidal	Pyramidal_S100a10	Pyramidal_S100a10	Pyramidal_S100a10	Pyramidal	Pyramidal	TRUE	TRUE	Pyramidal_S100a10	S100a10 positive pyramidal cells	Cortex	L5a corticostriatal	46-80	60	TRAP			GPL1261	Schmidt et al 2012	22632977	TRUE	They look terrible but we kept them			0.271871247184232	0.342556293298052	0.214581978579285	0.27111064138181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM874418	73	GSM874416,GSM874418,GSM874420	Neuron	Pyramidal_S100a10	Pyramidal	Pyramidal_S100a10	Pyramidal_S100a10	Pyramidal_S100a10	Pyramidal	Pyramidal	TRUE	TRUE	Pyramidal_S100a10	S100a10 positive pyramidal cells	Cortex	L5a corticostriatal	46-80	60	TRAP			GPL1261	Schmidt et al 2012	22632977	TRUE	They look terrible but we kept them			0.294921408932751	0.355070560842782	0.215978419837761	0.301588099753585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM874420	73	GSM874416,GSM874418,GSM874420	Neuron	Pyramidal_S100a10	Pyramidal	Pyramidal_S100a10	Pyramidal_S100a10	Pyramidal_S100a10	Pyramidal	Pyramidal	TRUE	TRUE	Pyramidal_S100a10	S100a10 positive pyramidal cells	Cortex	L5a corticostriatal	46-80	60	TRAP			GPL1261	Schmidt et al 2012	22632977	TRUE	They look terrible but we kept them			0.277705013410153	0.355034912205718	0.203650304043904	0.271577891241246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
