HID	humanGene	mouseGene
65286	TAAR9	Taar9
65290	RSPO4	Rspo4
65296	CBX7	Cbx7
65299	TMTC1	Tmtc1
65315	FAM179A	Fam179a
65318	ZNF629	Zfp629
65328	ZNF12	Zfp12
65330	TUSC5	Tusc5
65333	SLC15A5	Slc15a5
65334	LOC100507656	Zfp385c
65335	METTL24	Mettl24
65339	PLA2G4E	Pla2g4e
65341	DSG4	Dsg4
65342	LRRTM2	Lrrtm2
65347	BSX	Bsx
65355	RGMB	Rgmb
65356	TMPRSS11F	Tmprss11f
65357	STK32A	Stk32a
65358	NSUN3	Nsun3
65605	CCDC85A	Ccdc85a
65608	QSOX2	Qsox2
65615	BCL9L	Bcl9l
65619	ANKDD1A	A730067D02Rik
65620	KIF9	Kif9
65622	AP1S3	Ap1s3
65856	NANOS3	Nanos3
65865	SLC23A3	Slc23a3
65866	PRR14L	Prr14l
65867	MAFA	Mafa
65979	DCAF17	Dcaf17
65982	CSMD3	Csmd3
65986	SH2D6	Sh2d6
65995	FAM211B	Fam211b
65996	FAM211A	Fam211a
65999	KCTD1	Kctd1
66004	APITD1	Apitd1
66004	APITD1-CORT	Apitd1
66103	OTUD3	Otud3
66105	RPRML	Rprml
66117	MYH7B	Myh7b
66151	USH2A	Ush2a
66164	SHISA6	Shisa6
66182	C2orf66	LOC102637189
66191	MAST3	Mast3
66192	HECW2	Hecw2
66194	TNRC6B	Tnrc6b
66195	EFR3B	Efr3b
66198	STRIP2	Strip2
66199	MARCH4	March4
66204	MYSM1	Mysm1
66207	ARL9	Arl9
66215	OR52J3	Olfr592
66233	AWAT1	Awat1
66243	MYLK4	Mylk4
66271	PITPNM3	Pitpnm3
66272	KLHL29	Klhl29
66273	C9orf3	2010111I01Rik
66277	ARRDC5	Arrdc5
66294	ZYG11A	Zyg11a
66298	C3orf83	2510049J12Rik
66300	ARHGEF5	Arhgef5
66302	FAT1	Fat1
66313	TMEM185A	BC023829
66327	SKIDA1	Skida1
66336	PABPC4L	Pabpc4l
66345	COL28A1	Col28a1
66368	RNF217	Rnf217
66379	LURAP1	Lurap1
66393	FBXO43	Fbxo43
66455	OR52L1	Olfr685
66459	OR51B6	Olfr65
66579	OR1J1	Olfr3
66599	ANO4	Ano4
66605	FAM135B	Fam135b
66610	KRT80	Krt80
66630	PLXNB2	Plxnb2
66636	RBM44	Rbm44
66637	KLHDC9	Klhdc9
66646	DDHD2	Ddhd2
66746	ZCCHC24	Zcchc24
66924	TRIM72	Trim72
66935	SP9	Sp9
66961	PDE4DIP	Pde4dip
66969	LIPN	Lipn
66971	BPIFB4	Bpifb4
66992	C9orf69	C330006A16Rik
67014	TEX36	Tex36
67023	FAM149B1	Fam149b
67036	PRR23A	Gm6406
67036	PRR23A	2410012M07Rik
67036	PRR23A	Prr23a
67062	OR6Y1	Olfr220
67083	ANO9	Ano9
67089	TMEM194B	Tmem194b
67092	MDC1	Mdc1
67109	LNP1	Gm19797
67120	TICRR	Ticrr
67131	DNAH1	Dnah1
67159	CCDC146	Ccdc146
67175	FAM194B	4930564B18Rik
67184	FAM110D	Grrp1
67424	SERINC4	Serinc4
67425	AHNAK	Ahnak
67734	CBY3	Cby3
67746	FABP12	Fabp12
67775	NMS	Nms
67804	EPHA10	Epha10
67808	IQCF6	Iqcf6
67934	AK9	Ak9
67970	SDHAF1	Sdhaf1
67991	SAMD3	Samd3
68031	C3	C3
68033	COL4A3	Col4a3
68035	CYP1B1	Cyp1b1
68040	GBA	Gba
68042	LCAT	Lcat
68044	MYH7	Myh7
68045	RHAG	Rhag
68046	RLBP1	Rlbp1
68047	SLC2A2	Slc2a2
68048	ABCC8	Abcc8
68049	TCOF1	Tcof1
68050	TNNT2	Tnnt2
68051	AQP1	Aqp1
68052	ABCC2	Abcc2
68053	CTSK	Ctsk
68054	CYBB	Cybb
68057	MAT1A	Mat1a
68058	PON1	Pon1
68060	AMH	Amh
68062	CYP1A1	Cyp1a1
68063	CYP21A2	Cyp21a1
68064	OPN1LW	Opn1mw
68066	HBB	Hbb-bt
68066	HBB	Hbb-bs
68068	RHO	Rho
68069	RYR1	Ryr1
68070	SERPINE1	Serpine1
68073	HTR2A	Htr2a
68074	CXCR1	Cxcr1
68076	ADH5	Adh5
68078	ADRA1A	Adra1a
68080	ALDH1A3	Aldh1a3
68081	ATP4A	Atp4a
68082	CYP1A2	Cyp1a2
68089	CYP2E1	Cyp2e1
68091	CYP2J2	Cyp2j6
68094	CYP24A1	Cyp24a1
68095	HPGD	Hpgd
68096	IMPDH1	Impdh1
68097	KLKB1	Klkb1
68099	PPP3R1	Ppp3r1
68100	RARB	Rarb
68103	RPL23	Rpl23
68104	RPL18A	Rpl18a
68105	RPL19	Rpl19
68110	RPL37	Rpl37
68119	SLC35D2	Slc35d2
68120	HEXDC	Hexdc
68122	ZSCAN22	Zscan22
68125	AP3B1	Ap3b1
68126	TLR9	Tlr9
68127	CPB1	Cpb1
68134	KCNC1	Kcnc1
68136	DUOX1	Duox1
68139	LIPF	Lipf
68141	KLK3	Klk1b3
68141	KLK3	Klk1b27
68141	KLK3	Klk1b9
68141	KLK3	Klk1b4
68141	KLK3	Klk1b26
68141	KLK3	Klk1b16
68141	KLK3	Klk1b24
68141	KLK3	Klk1b8
68141	KLK3	Klk1b22
68141	KLK3	Klk1b1
68141	KLK3	Klk1b11
68141	KLK3	Klk1
68141	KLK3	Klk1b5
68141	KLK3	Klk1b21
68142	RAB5A	Rab5a
68143	RAN	Ran
68144	UGT2B17	Ugt2b1
68145	RPS9	Rps9
68148	RPS24	Rps24
68150	RPS28	Rps28
68151	RYR3	Ryr3
68153	TF	Trf
68154	TKT	Tkt
68159	AOC1	Aoc1
68163	ANPEP	Anpep
68164	ANXA4	Anxa4
68165	AOX1	Aox1
68166	AQP8	Aqp8
68168	NKX3-2	Nkx3-2
68170	ENTPD6	Entpd6
68171	ENTPD3	Entpd3
68172	CDC6	Cdc6
68173	CDS1	Cds1
68174	CHD1	Chd1
68175	CHD4	Chd4
68178	DECR1	Decr1
68179	DNASE2	Dnase2a
68184	FAAH	Faah
68185	FMO5	Fmo5
68187	HDAC2	Hdac2
68189	HSPB2	Hspb2
68190	MPPED2	Mpped2
68195	ARF3	Arf3
68196	RHOG	Rhog
68197	ATP12A	Atp12a
68198	ATP6V1B1	Atp6v1b1
68199	ATP6V0C	Atp6v0c
68200	CA5A	Car5a
68203	CDK1	Cdk1
68206	CKMT2	Ckmt2
68207	CLCN4	Clcn4-2
68208	CPS1	Cps1
68209	CRYAB	Cryab
68212	DDR1	Ddr1
68215	ENO3	Eno3
68216	ENPEP	Enpep
68219	FMO4	Fmo4
68220	GFPT1	Gfpt1
68222	GNAL	Gnal
68223	GOLGA1	Golga1
68224	GOLGA4	Golga4
68226	GSPT1	Gspt1
68229	HAL	Hal
68231	HLA-DMB	H2-DMb2
68231	HLA-DMB	H2-DMb1
68242	KCNH1	Kcnh1
68246	KRT32	Krt32
68248	KRT83	5430421N21Rik
68249	RPSA	Rpsa
68256	MYH8	Myh8
68260	NRD1	Nrd1
68261	NTSR1	Ntsr1
68262	OR3A2	Olfr410
68265	PDK2	Pdk2
68268	PGD	Pgd
68269	PIK3CG	Pik3cg
68270	PLS1	Pls1
68272	PPAT	Ppat
68273	PPP6C	Ppp6c
68275	PRPS1	Prps1
68279	KLK6	Klk6
68281	RARS	Rars
68282	REG1A	Reg1
68283	RING1	Ring1
68285	RPA3	Rpa3
68287	RYK	Ryk
68290	SCTR	Sctr
68293	SLC22A2	Slc22a2
68295	SLC22A5	Slc22a5
68296	SMARCC1	Smarcc1
68297	SNRPN	Snrpn
68298	SOX2	Sox2
68300	SPINK1	Spink3
68302	AURKC	Aurkc
68303	SUPT4H1	Supt4a
68304	TCEA2	Tcea2
68305	TM7SF2	Tm7sf2
68306	DNAJC7	Dnajc7
68307	UBA52	Gm7866
68308	UBE2A	Ube2a
68317	ZNF202	Zfp202
68318	CHIT1	Chit1
68320	SYN3	Syn3
68354	SPOP	Spop
68355	SOAT2	Soat2
68363	SERPINB7	Serpinb7
68364	ABCC3	Abcc3
68365	ADAM21	Adam21
68367	GMPS	Gmps
68368	ALDH1A2	Aldh1a2
68369	FCGBP	Fcgbp
68370	NAE1	Nae1
68371	PHOX2B	Phox2b
68372	USP13	Usp13
68374	RPS6KB2	Rps6kb2
68375	RPL14	Rpl14
68377	RHOB	Rhob
68379	FABP3	Fabp3
68380	FKBP1B	Fkbp1b
68385	RGS6	Rgs6
68386	GNA14	Gna14
68387	ALK	Alk
68389	RUNX2	Runx2
68391	CDH7	Cdh7
68392	CLGN	Clgn
68393	CREBBP	Crebbp
68394	CTNNA2	Ctnna2
68396	DMP1	Dmp1
68398	DYNC1I1	Dync1i1
68401	GOLGB1	Golgb1
68403	HSD17B10	Hsd17b10
68404	NARS	Nars
68408	USP9Y	Usp9y
68413	NUMBL	Numbl
68415	KL	Kl
68417	MED26	Med26
68418	NAPSA	Napsa
68419	SLC4A8	Slc4a8
68420	VPS26A	Vps26a
68421	ENTPD4	Gm21685
68421	ENTPD4	Entpd4
68422	WTAP	Wtap
68426	HDAC1	Hdac1
68427	KCNC4	Kcnc4
68428	LIMS1	Lims1
68430	SERPINB10	Serpinb10
68433	RAC3	Rac3
68434	RPL3L	Rpl3l
68437	SLC27A4	Slc27a4
68439	GFPT2	Gfpt2
68440	SLC23A2	Slc23a2
68441	MED12	Med12
68442	NUP153	Nup153
68444	SCO2	Sco2
68445	ANXA3	Anxa3
68446	ACTC1	Actc1
68447	APLP1	Aplp1
68449	GATA6	Gata6
68450	GGT1	Ggt1
68451	GNB2	Gnb2
68454	PDIA3	Pdia3
68455	HIST1H1C	Hist1h1c
68456	HIST1H1D	Hist1h1d
68461	HAS3	Has3
68463	HIP1	Hip1
68464	HSP90AA1	Hsp90aa1
68468	PLXNB3	Plxnb3
68471	HSD11B1	Hsd11b1
68473	HSPG2	Hspg2
68475	PPP3CC	Ppp3cc
68477	TAF12	Taf12
68478	NELFA	Nelfa
68479	REEP5	Reep5
68480	ZNF239	Zfp239
68482	ULK3	Ulk3
68483	ACTR3	Actr3
68487	DDX39A	Ddx39
68489	CD96	Cd96
68490	STAM2	Stam2
68494	PTK6	Ptk6
68496	TUBA4A	Tuba4a
68498	TUBA1A	Tuba1a
68501	NMUR1	Nmur1
68503	TUBB3	Tubb3
68504	TUBB4B	Tubb4b
68505	DDR2	Ddr2
68506	PCBP1	Pcbp1
68508	PHKG1	Phkg1
68509	POU3F3	Pou3f3
68515	MYL12B	Myl12a
68516	ERF	Erf
68517	REG1B	Reg2
68520	SLC2A1	Slc2a1
68522	RRAGA	Rraga
68524	HSPA8	Hspa8
68525	HBS1L	Hbs1l
68527	WASF3	Wasf3
68528	HPSE	Hpse
68530	CDH10	Cdh10
68531	SLC20A2	Slc20a2
68532	ILVBL	Ilvbl
68533	KDELR3	Kdelr3
68535	SHOX2	Shox2
68536	IFNA4	Ifna6
68536	IFNA4	Ifna14
68536	IFNA4	Ifna11
68536	IFNA4	Ifna9
68536	IFNA4	Gm12597
68536	IFNA4	Ifna7
68536	IFNA4	Ifna13
68536	IFNA4	Ifna1
68536	IFNA4	Ifna12
68536	IFNA4	Ifna5
68536	IFNA4	Ifnab
68536	IFNA4	Gm13280
68536	IFNA4	Ifna2
68540	BTNL9	Btnl9
68543	RPL10A	Rpl10a
68546	OR2H2	Olfr90
68548	POMT1	Pomt1
68549	KLF8	Klf8
68550	GABARAPL2	Gabarapl2
68559	PPP2R1A	Ppp2r1a
68564	HSPA2	Hspa2
68641	COQ4	Coq4
68691	RAB11B	Rab11b
68701	SEH1L	Seh1l
68707	TMED9	Tmed9
68719	RAP1B	Rap1b
68728	RPF1	Rpf1
68766	HIPK2	Hipk2
68773	NUP62	Nup62
68784	FBXL20	Fbxl20
68806	SLC25A34	Slc25a34
68807	SEC14L4	Sec14l4
68813	OSBPL8	Osbpl8
68830	RPL10L	Rpl10l
68832	GPT2	Gpt2
68886	SMEK2	Smek2
68891	IMP4	Imp4
68893	ALG11	Alg11
68944	AMMECR1	Ammecr1
68973	DDX11	Ddx11
68982	CCNB1	Gm5593
68982	CCNB1	Ccnb1
68986	RHOA	Rhoa
68990	DMBT1	Dmbt1
68992	GRIK1	Grik1
68997	AP2A1	Ap2a1
68998	ARX	Arx
69006	ELOVL3	Elovl3
69013	MARK2	Mark2
69015	GAS7	Gas7
69017	GRID1	Grid1
69021	INPP5B	Inpp5b
69022	KIF4A	Kif4
69027	NMT1	Nmt1
69028	NXN	Nxn
69032	PIP5K1C	Pip5k1c
69034	BPIFA2	Bpifa2
69035	RAC1	Rac1
69045	TUBA1C	Tuba1c
69047	ZFP28	Zfp28
69050	ZFP92	Zfp92
69058	CKMT1A	Ckmt1
69058	CKMT1B	Ckmt1
69065	FGFR1	Fgfr1
69067	GAB2	Gab2
69070	GLRA4	Glra4
69077	MAPKAPK5	Mapkapk5
69079	MYEF2	Myef2
69080	MYL6	Myl6
69087	PURB	Purb
69089	SIX4	Six4
69090	SLC8A1	Slc8a1
69099	TUBB	Tubb5
69101	FMNL3	Fmnl3
69102	ZNF717	Zfp39
69103	IKZF4	Ikzf4
69105	CA14	Car14
69108	ESRRB	Esrrb
69109	MAPKBP1	Mapkbp1
69110	MAP3K3	Map3k3
69111	PCLO	Pclo
69113	ASNS	Asns
69117	HYAL4	Hyal4
69120	HMHA1	Hmha1
69121	FBXL7	Fbxl7
69125	SLC13A4	Slc13a4
69131	ATP2A3	Atp2a3
69132	VPS4A	Vps4a
69134	ANKRD11	Ankrd11
69140	GNB4	Gnb4
69145	SH2D3C	Sh2d3c
69149	HSD3B2	Hsd3b1
69150	PSTPIP2	Pstpip2
69152	OPN4	Opn4
69153	PTPLA	Ptpla
69156	COA3	Coa3
69159	CNTNAP2	Cntnap2
69161	DYNLRB1	Dynlrb1
69164	SRPK3	Srpk3
69165	VPS41	Vps41
69167	RNF115	Rnf115
69169	SULT1B1	Sult1b1
69170	SLC2A8	Slc2a8
69171	DHX34	Dhx34
69174	MON1B	Mon1b
69175	ABLIM3	Ablim3
69180	WWC1	Wwc1
69182	SASH1	Sash1
69183	PUM2	Pum2
69186	DAAM2	Daam2
69187	CNOT6	Cnot6
69188	ERC2	Erc2
69190	NBEA	Nbea
69192	COQ2	Coq2
69193	GEMIN4	Gemin4
69194	ATP9A	Atp9a
69197	RPS27L	Rps27l
69198	MRPL2	Mrpl2
69199	ADIPOR1	Adipor1
69200	SLC25A39	Slc25a39
69202	ASB2	Asb2
69205	VPS28	Vps28
69207	CYB5R4	Cyb5r4
69208	ACSL5	Acsl5
69209	HSD17B11	Hsd17b11
69212	CAB39	Cab39
69215	COPZ2	Copz2
69216	TUBG2	Tubg2
69217	PHF7	Phf7
69218	ICK	Ick
69220	RAB8B	Rab8b
69222	SLC15A3	Slc15a3
69231	ZNF316	Zfp316
69234	KLHDC4	Klhdc4
69235	KIF27	Kif27
69236	SLC2A6	Slc2a6
69237	DYM	Dym
69238	GIN1	Gin1
69239	CYP2W1	Cyp2w1
69240	OSBPL10	Osbpl10
69242	ACSM5	Acsm5
69243	URGCP	Urgcp
69244	KDM4D	Kdm4d
69245	RBM22	Rbm22
69247	FAR2	Far2
69251	UEVLD	Uevld
69254	MCTP2	Mctp2
69255	PECR	Pecr
69258	CHST12	Chst12
69259	CPXM2	Cpxm2
69262	PCDHGA2	Pcdhga2
69263	PCDHGA5	Pcdhga5
69266	PCDHB2	Pcdhb2
69268	SMOX	Smox
69270	EPB41L4B	Epb4.1l4b
69288	RPS6KA4	Rps6ka4
69290	SLC2A9	Slc2a9
69293	AGPAT4	Agpat4
69295	SDR39U1	Sdr39u1
69297	CHPT1	Chpt1
69303	MAN1C1	Man1c1
69306	ABO	Abo
69311	PLIN4	Plin4
69314	ZNF512B	Znf512b
69315	NLN	Nln
69316	XPO5	Xpo5
69317	NLGN2	Nlgn2
69318	ARRDC3	Arrdc3
69325	ZNF248	Zfp248
69331	CACNA1I	Cacna1i
69337	AHCYL2	Ahcyl2
69339	RBFOX1	Rbfox1
69340	NEK7	Nek7
69341	MYL10	Myl10
69345	CDHR5	Cdhr5
69348	KLK14	Klk14
69351	KCNK13	Kcnk13
69354	PDF	Pdf
69356	HIST1H2BA	Hist1h2ba
69358	EPS8L2	Eps8l2
69359	MAP1LC3B	Map1lc3b
69361	TUT1	Tut1
69367	YIPF7	Yipf7
69368	C17orf53	BC030867
69369	SPATA5L1	Spata5l1
69370	TRAPPC6A	Trappc6a
69371	DHX58	Dhx58
69375	STX1B	Stx1b
69380	OSBPL9	Osbpl9
69381	C11orf80	Gm960
69382	TBL1XR1	Tbl1xr1
69383	SLC25A22	Slc25a22
69385	MOB3B	Mob3b
69386	EPHX3	Ephx3
69387	CYBRD1	Cybrd1
69390	PHC3	Phc3
69393	CCDC170	Ccdc170
69394	C17orf70	2310003H01Rik
69400	COL27A1	Col27a1
69404	TRIL	Tril
69414	TUBB6	Tubb6
69415	HORMAD1	Hormad1
69422	CAB39L	Cab39l
69427	INTS4	Ints4
69431	DCLK2	Dclk2
69433	C7orf31	4921507P07Rik
69435	SEPT12	Sept12
69439	SELO	Selo
69440	ETNPPL	Etnppl
69441	MTFR2	Mtfr2
69453	IFLTD1	Ifltd1
69456	TKTL2	Tktl2
69460	CANT1	Cant1
69468	IER5L	Ier5l
69471	TMPRSS5	Tmprss5
69472	SLC26A5	Slc26a5
69474	TUBB1	Tubb1
69477	CCNL2	Ccnl2
69485	SLC25A31	Slc25a31
69487	GSDMC	Gsdmc4
69487	GSDMC	Gsdmc3
69487	GSDMC	Gsdmc2
69487	GSDMC	Gsdmc
69488	AMMECR1L	Ammecr1l
69491	FAM57B	Fam57b
69502	FAM186B	Fam186b
69510	SMEK1	Smek1
69513	TMEM87B	Tmem87b
69517	MFSD5	Mfsd5
69532	LCN8	Lcn8
69533	LDHAL6B	Ldhal6b
69536	CSMD1	Csmd1
69553	CACTIN	Cactin
69669	THOC2	Thoc2
69703	GIMAP8	Gimap8
69753	SLC9A9	Slc9a9
69814	CYP4F22	Cyp4f39
69908	SLC45A4	Slc45a4
70131	SEC24A	Sec24a
70141	DNAJB13	Dnajb13
70244	PPP2R1B	Ppp2r1b
70404	ACSM2A	Acsm2
70486	SLC37A1	Slc37a1
70580	DCLK3	Dclk3
70710	LCTL	Lctl
70768	HERC6	Herc6
70791	YPEL2	Ypel2
70866	GGT7	Ggt7
70869	OBSCN	Obscn
70871	FMNL2	Fmnl2
70873	ATG4A	Atg4a
70874	NREP	Nrep
70878	POM121C	Pom121
70878	POM121	Pom121
70926	MTSS1L	Mtss1l
70948	APOA1BP	Apoa1bp
70950	DOCK11	Dock11
70951	CC2D1B	Cc2d1b
70969	ATP10B	Atp10b
71010	OSCP1	Oscp1
71015	PHLPP2	Phlpp2
71019	CLEC16A	Clec16a
71030	RAPH1	Raph1
71040	SPNS2	Spns2
71077	PAQR3	Paqr3
71199	KCNC2	Kcnc2
71264	ABCA6	Abca6
71313	UAP1L1	Uap1l1
71327	MSRB3	Msrb3
71345	SLC29A4	Slc29a4
71495	USP51	Usp51
71541	PAPLN	Papln
71549	HSD17B13	Hsd17b13
71559	PGLYRP3	Pglyrp3
71684	TMEM132D	Tmem132d
71688	KCNE2	Kcne2
71711	AASDH	Aasdh
71716	TTC30B	Ttc30b
71749	SLC16A13	Slc16a13
71779	RSPH4A	Rsph4a
71790	GLB1L2	Glb1l2
71795	GALM	Galm
71802	LIPH	Liph
71803	OTOA	Otoa
71837	CCDC19	Ccdc19
71886	TMEM67	Tmem67
71928	TEKT5	Tekt5
71930	RMDN2	Rmdn2
71949	CES4A	Ces4a
71950	OR6C2	Olfr791
71958	OR7C2	Olfr1356
71970	OR5C1	Olfr368
71977	OR4Q3	Olfr735
71979	OR2B11	Olfr222
71986	OR4L1	Olfr724
71986	OR4L1	Olfr723
71990	OR10C1	Olfr95
72012	OR4N4	Olfr732
72012	LOC102723532	Olfr732
72017	OR10Z1	Olfr419
72021	OR5P2	Olfr502
72031	OR5L2	Olfr1156
72039	OR5P3	Olfr508
72039	OR5P3	Olfr480
72055	OR10A2	Olfr714
72057	OR52N1	Olfr669
72082	ORAI3	Orai3
72085	TYW5	Tyw5
72090	ATP6V0D2	Atp6v0d2
72094	SLC44A5	Slc44a5
72096	PAOX	Paox
72100	SLC36A2	Slc36a2
72101	COL23A1	Col23a1
72102	DNAH17	Dnah17
72110	DNAH2	Dnah2
72130	FLYWCH1	Flywch1
72131	GPR112	Gpr112
72199	INADL	Inadl
72200	ZNF628	Zfp628
72212	SPIRE2	Spire2
72220	ZNF609	Zfp609
72226	ZNF454	Zfp454
72227	DIP2B	Dip2b
72228	CERS6	Cers6
72232	SLC9A4	Slc9a4
72239	MKX	Mkx
72240	GLB1L3	Glb1l3
72241	FAM98B	Fam98b
72248	SIX5	Six5
72261	NWD1	Nwd1
72271	CCDC157	Ccdc157
72278	CAPS2	Caps2
72281	ACSM4	Acsm4
72287	THEMIS	Themis
72341	OPN5	Opn5
72346	OR2H1	Olfr91
72399	ZNF705A	Clec4a1
72405	CHD8	Chd8
72467	OTUD6A	Otud6a
72470	SLC2A7	Slc2a7
72499	ARID3C	Arid3c
72510	CXorf22	Gm7173
72522	CASP16	Casp16
72536	BTBD11	Btbd11
72555	KIF7	Kif7
72560	TMEM136	Tmem136
72569	MAGEB16	Mageb16
72638	ATG9B	Atg9b
72641	NUGGC	Nuggc
72644	OR9Q1	Olfr1500
72793	GALNT9	Galnt9
72894	TMEM8B	Tmem8b
72920	OR1I1	Olfr1357
72966	OR52B6	Olfr618
73249	TMEM170B	Tmem170b
73264	DNAJC4	Dnajc4
73393	GREB1L	Greb1l
73463	ATP2C2	Atp2c2
73467	KPNA7	Kpna7
73526	CEP192	Cep192
73649	UBAP2	Ubap2
73870	ARSB	Arsb
73871	CD36	Cd36
73872	CLCN5	Clcn5
73874	COL1A1	Col1a1
73875	CYP17A1	Cyp17a1
73876	SLC26A2	Slc26a2
73882	HOXA13	Hoxa13
73884	SLC11A1	Slc11a1
73888	ADH1C	Adh1
73890	ALDH3B1	Aldh3b1
73894	CYP2B6	Cyp2b10
73898	CYP2F1	Cyp2f2
73901	GRIK3	Grik3
73902	CYP4F3	Cyp4f13
73941	OR52K2	Olfr552
73968	OR5V1	Olfr111
73968	OR5V1	Olfr110
73972	OR5M11	Olfr1028
73972	OR5M11	Olfr1029
73973	OR5M8	Olfr1031
73975	OR5T2	Olfr1086
73999	OR13C3	Olfr273
74028	OR2T1	Olfr31
74036	OR2T6	Olfr720
74037	OR10K2	Olfr370
74053	OR4F6	Olfr1310
74054	OR4F15	Olfr1309
74101	OR6C75	Olfr790
74113	OR5H2	Olfr196
74156	OR1L6	Olfr365
74197	OR8K5	Olfr1053
74224	OR4K1	Olfr728
74238	OR5AS1	Olfr1111
74274	C18orf32	BC031181
74291	RASL11B	Rasl11b
74292	PRM3	Prm3
74294	HSPA1B	Hspa1a
74294	HSPA1A	Hspa1a
74295	FTH1	Fth1
74297	UACA	Uaca
74300	FER	Fert2
74302	SLC2A3	Slc2a3
74303	PDGFB	Pdgfb
74305	CES5A	Ces5a
74306	HSP90AB1	Hsp90ab1
74307	HSPA14	Hspa14
74313	AKR1E2	Akr1e1
74359	CCNB2	Ccnb2
74377	ZNF622	Zfp622
74378	GSTA5	Gm3776
74378	GSTA5	Gm10639
74378	GSTA5	Gsta1
74378	GSTA5	Gsta2
74381	SLC2A4	Slc2a4
74382	ACACB	Acacb
74384	ADAM8	Adam8
74385	ANG	Ang
74386	CD27	Cd27
74391	DNASE1L2	Dnase1l2
74392	DPYSL2	Dpysl2
74393	DSCAM	Dscam
74395	FPR2	Fpr2
74396	GALR1	Galr1
74399	GRID2	Grid2
74401	ICAM4	Icam4
74402	ACTG1	Actg1
74406	C9	C9
74409	CDK2	Cdk2
74410	IGFL3	Igfl3
74413	E2F3	E2f3
74414	ENO2	Eno2
74417	GNAI1	Gnai1
74433	KRT31	Krt31
74433	KRT31	Krt33a
74433	KRT31	Krt33b
74441	NEK2	Nek2
74442	OVGP1	Ovgp1
74445	SERPINB8	Serpinb8
74446	SEPT5	Sept5
74451	PTPN3	Ptpn3
74455	CLIP1	Clip1
74458	SHB	Shb
74459	SLC2A5	Slc2a5
74460	SPTA1	Spta1
74462	SSBP1	Ssbp1
74463	TEAD4	Tead4
74470	SLC30A3	Slc30a3
74473	ACOX2	Acox2
74500	MAD1L1	Mad1l1
74507	PCDHGB4	Pcdhgb4
74509	ABCB11	Abcb11
74511	GALNT4	Galnt4
74512	B3GALT2	B3galt2
74514	IQGAP1	Iqgap1
74519	TMPRSS11D	Tmprss11d
74520	CBLN1	Cbln1
74521	CETN3	Cetn3
74522	DTX1	Dtx1
74523	GP5	Gp5
74524	HNRNPC	Hnrnpc
74529	SLC16A4	Slc16a4
74531	TAOK2	Taok2
74536	PCBP2	Pcbp2
74538	SCD	Scd1
74539	PGLYRP1	Pglyrp1
74540	BRD2	Brd2
74542	CACNA1F	Cacna1f
74543	CBFA2T3	Cbfa2t3
74544	DLX3	Dlx3
74545	EGFR	Egfr
74546	GPR21	Gpr21
74552	MAF	Maf
74556	HSF1	Hsf1
74559	ACSM3	Acsm3
74561	GPR52	Gpr52
74563	ABCC4	Abcc4
74564	LRRC16B	Lrrc16b
74565	AKR1A1	Akr1a1
74567	NTN3	Ntn3
74571	SEC23B	Sec23b
74572	CAP1	Cap1
74574	IFITM2	Ifitm2
74576	MAP3K2	Map3k2
74578	SDCCAG3	Sdccag3
74580	CD300C	AF251705
74580	CD300C	Cd300c
74586	SOX15	Sox15
74591	ZNF175	Zfp715
74720	GLIPR2	Glipr2
74739	SLC25A37	Slc25a37
74832	PDCL2	Pdcl2
74841	CSNK1D	Csnk1d
74852	SLC25A42	Slc25a42
74861	AATK	Aatk
74862	ADAM12	Adam12
74875	DTNB	Dtnb
74879	EVX2	Evx2
74881	PGM5	Pgm5
74905	PTPN20B	Ptpn20
74915	TRPC5	Trpc5
74925	ADAM19	Adam19
74929	CACNA2D3	Cacna2d3
74940	DAPK2	Dapk2
74941	ADAM18	Adam18
74943	EYA1	Eya1
74949	HMG20B	Hmg20b
74950	HNRNPAB	Hnrnpab
74962	MAPT	Mapt
74967	PCDH10	Pcdh10
74968	PDCD11	Pdcd11
74971	PTPN18	Ptpn18
74972	RASGRF1	Rasgrf1
74984	SLC30A4	Slc30a4
74992	FOXL2	Foxl2
74994	TPSG1	Tpsg1
74999	OR3A3	Olfr411
75000	KLK5	Klk5
75001	SCN2A	Scn2a1
75006	SLC16A8	Slc16a8
75007	TRHDE	Trhde
75008	TMEM2	Tmem2
75024	NRG2	Nrg2
75028	RUSC1	Rusc1
75037	NMNAT2	Nmnat2
75041	SLC9A8	Slc9a8
75044	NIPSNAP3A	Nipsnap3b
75045	PNKD	Pnkd
75047	RGS22	Rgs22
75050	ATP11A	Atp11a
75051	HS6ST1	Hs6st1
75052	PALLD	Palld
75056	LUC7L3	Luc7l3
75059	INPP5K	Inpp5k
75060	TLR7	Tlr7
75070	INO80	Ino80
75071	PPP1R12C	Ppp1r12c
75076	TMEM132A	Tmem132a
75077	SLC38A4	Slc38a4
75079	ANO1	Ano1
75081	ADI1	Adi1
75083	ACOXL	Acoxl
75084	GIMAP4	Gimap4
75085	WDR52	Wdr52
75089	SLC16A10	Slc16a10
75090	PHC2	Phc2
75093	PCDHA1	Pcdha1
75095	PCDHA11	Pcdha11
75098	PCDHA6	Pcdha6
75100	PCDHGA3	Pcdhga3
75102	PCDHGB7	Pcdhgb7
75103	PCDHB4	Pcdhb5
75106	ZDHHC13	Zdhhc13
75113	TRO	Tro
75119	SLCO1B3	Slco1b2
75120	NGEF	Ngef
75128	CASS4	Cass4
